run,config,image,component_multiple,hole_multiple,hole_area,dice,cldice,betti0_err,betti1_err
A_dice_s0,A_dice,test_091.png,2.08,10.42,375,0.82744,0.94677,1,5
A_dice_s0,A_dice,test_092.png,0.0,0.0,0,0.9174,0.99263,7,2
A_dice_s0,A_dice,test_092.png,0.0,0.21,8,0.91741,0.99279,7,1
A_dice_s0,A_dice,test_092.png,0.0,0.52,19,0.91749,0.99305,7,0
A_dice_s0,A_dice,test_092.png,0.0,1.04,37,0.91735,0.99305,7,0
A_dice_s0,A_dice,test_092.png,0.0,2.08,75,0.91725,0.99304,7,0
A_dice_s0,A_dice,test_092.png,0.0,5.21,188,0.91433,0.99193,7,0
A_dice_s0,A_dice,test_092.png,0.0,10.42,375,0.90706,0.98529,6,0
A_dice_s0,A_dice,test_092.png,2.08,0.0,0,0.91752,0.9936,0,2
A_dice_s0,A_dice,test_092.png,2.08,0.21,8,0.91752,0.99376,0,1
A_dice_s0,A_dice,test_092.png,2.08,0.52,19,0.91761,0.99402,0,0
A_dice_s0,A_dice,test_092.png,2.08,1.04,37,0.91747,0.99402,0,0
A_dice_s0,A_dice,test_092.png,2.08,2.08,75,0.91737,0.99401,0,0
A_dice_s0,A_dice,test_092.png,2.08,5.21,188,0.91444,0.9929,0,0
A_dice_s0,A_dice,test_092.png,2.08,10.42,375,0.90716,0.98622,0,0
A_dice_s0,A_dice,test_093.png,0.0,0.0,0,0.95897,0.9839,9,12
A_dice_s0,A_dice,test_093.png,0.0,0.21,8,0.959,0.98432,9,7
A_dice_s0,A_dice,test_093.png,0.0,0.52,19,0.959,0.98432,9,7
A_dice_s0,A_dice,test_093.png,0.0,1.04,37,0.95878,0.98432,9,7
A_dice_s0,A_dice,test_093.png,0.0,2.08,75,0.95848,0.98431,9,7
A_dice_s0,A_dice,test_093.png,0.0,5.21,188,0.95564,0.98317,8,6
A_dice_s0,A_dice,test_093.png,0.0,10.42,375,0.94589,0.97863,8,4
A_dice_s0,A_dice,test_093.png,2.08,0.0,0,0.95921,0.98496,0,12
A_dice_s0,A_dice,test_093.png,2.08,0.21,8,0.95923,0.98538,0,7
A_dice_s0,A_dice,test_093.png,2.08,0.52,19,0.95923,0.98538,0,7
A_dice_s0,A_dice,test_093.png,2.08,1.04,37,0.95902,0.98538,0,7
